Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person and Vehicle search,2020-07-14T18:01:00+00:00,FALSE,,51.74638,0.093859,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T18:01:00+00:00,TRUE,,51.879728,0.928291,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-14T18:01:00+00:00,FALSE,,51.766259,0.135055,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-14T19:01:00+00:00,FALSE,,51.766259,0.135055,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T19:01:00+00:00,TRUE,,51.899477,0.894903,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,
Person and Vehicle search,2020-07-14T19:01:00+00:00,TRUE,,51.930256,0.883442,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T19:01:00+00:00,TRUE,,51.899477,0.894903,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T19:01:00+00:00,FALSE,,51.766259,0.135055,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2020-07-14T19:01:00+00:00,FALSE,,51.766089,0.132511,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T20:01:00+00:00,FALSE,,51.503355,0.25998,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T20:01:00+00:00,FALSE,,51.503355,0.25998,Male,Oct-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T20:01:00+00:00,FALSE,,51.925957,1.271211,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T20:01:00+00:00,FALSE,,51.925957,1.271211,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T20:01:00+00:00,FALSE,,51.925957,1.271211,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Vehicle search,2020-07-14T20:01:00+00:00,FALSE,,51.925957,1.271211,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,
Person and Vehicle search,2020-07-14T21:01:00+00:00,FALSE,,51.936934,1.258434,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T21:01:00+00:00,FALSE,,51.568634,0.431405,Male,,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-14T21:01:00+00:00,TRUE,,51.499106,0.229656,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T21:01:00+00:00,FALSE,,51.868828,0.567689,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),FALSE,FALSE
Person search,2020-07-14T21:01:00+00:00,FALSE,,51.463297,0.360076,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Vehicle search,2020-07-14T21:01:00+00:00,FALSE,,51.583793,0.392632,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,FALSE,
Person search,2020-07-14T21:01:00+00:00,FALSE,,52.521196,-1.210988,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T21:01:00+00:00,FALSE,,51.583793,0.392632,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,FALSE,FALSE
Vehicle search,2020-07-14T21:01:00+00:00,FALSE,,51.583793,0.392632,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,FALSE,
Vehicle search,2020-07-14T22:01:00+00:00,FALSE,,51.580828,0.594737,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,
Person search,2020-07-14T22:01:00+00:00,FALSE,,51.64862,0.058937,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T22:01:00+00:00,FALSE,,51.64862,0.058937,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2020-07-14T22:01:00+00:00,FALSE,,51.568634,0.431405,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T22:01:00+00:00,FALSE,,51.64862,0.058937,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-14T22:01:00+00:00,FALSE,,51.580947,0.597082,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-14T22:01:00+00:00,FALSE,,51.779655,0.13028,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T22:01:00+00:00,FALSE,,51.64862,0.058937,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-14T22:01:00+00:00,FALSE,,51.576161,0.59919,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-14T22:01:00+00:00,FALSE,,51.463297,0.360076,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Vehicle search,2020-07-14T23:01:00+00:00,FALSE,,51.73504,0.483519,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,
Person search,2020-07-14T23:01:00+00:00,TRUE,,51.935231,1.267943,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-14T23:01:00+00:00,FALSE,,51.558191,0.696045,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-14T23:01:00+00:00,FALSE,,51.779563,0.125376,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-14T23:01:00+00:00,FALSE,,51.562363,0.49574,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Vehicle search,2020-07-14T23:01:00+00:00,FALSE,,51.73504,0.483519,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,
Person search,2020-07-14T23:01:00+00:00,FALSE,,51.73504,0.483519,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T00:01:00+00:00,FALSE,,51.788768,1.148679,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,TRUE,FALSE
Person search,2020-07-15T00:01:00+00:00,FALSE,,51.629552,0.419272,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-15T00:01:00+00:00,TRUE,,51.613227,0.272772,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-15T00:01:00+00:00,FALSE,,51.73504,0.483519,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2020-07-15T00:01:00+00:00,FALSE,,51.885511,0.908727,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T00:01:00+00:00,FALSE,,51.885511,0.908727,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T00:01:00+00:00,FALSE,,51.774623,1.117523,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T00:01:00+00:00,FALSE,,51.885511,0.908727,Male,Oct-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Vehicle search,2020-07-15T00:01:00+00:00,FALSE,,51.629552,0.419272,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,
Person search,2020-07-15T00:01:00+00:00,FALSE,,51.629552,0.419272,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T00:01:00+00:00,FALSE,,51.788768,1.148679,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,TRUE,FALSE
Person search,2020-07-15T01:01:00+00:00,FALSE,,,,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-15T01:01:00+00:00,FALSE,,51.558191,0.696045,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Vehicle search,2020-07-15T01:01:00+00:00,FALSE,,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,
Person and Vehicle search,2020-07-15T01:01:00+00:00,FALSE,,51.558191,0.696045,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T01:01:00+00:00,FALSE,,51.558684,0.695338,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T01:01:00+00:00,FALSE,,51.558684,0.695338,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T01:01:00+00:00,FALSE,,,,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T01:01:00+00:00,FALSE,,,,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T01:01:00+00:00,TRUE,,51.583994,0.232323,Male,Oct-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T02:01:00+00:00,FALSE,,51.738098,0.464292,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T02:01:00+00:00,FALSE,,51.738098,0.464292,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-15T08:01:00+00:00,FALSE,,51.917806,0.929054,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T11:01:00+00:00,TRUE,,51.721876,0.456488,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2020-07-15T11:01:00+00:00,TRUE,,51.725631,0.460544,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T11:01:00+00:00,TRUE,,51.725631,0.460544,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T13:01:00+00:00,TRUE,,51.884847,0.832037,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,FALSE
Vehicle search,2020-07-15T13:01:00+00:00,TRUE,,51.884847,0.832037,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,
Person search,2020-07-15T13:01:00+00:00,TRUE,,51.884847,0.832037,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T13:01:00+00:00,TRUE,,51.551743,0.692115,Male,Oct-17,Mixed/Multiple ethnic groups - White and Black African,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T13:01:00+00:00,FALSE,,51.551743,0.692115,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T13:01:00+00:00,FALSE,,51.551743,0.692115,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T13:01:00+00:00,TRUE,,51.539461,0.72583,Male,Oct-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T14:01:00+00:00,TRUE,,51.539211,0.725368,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,FALSE,FALSE
Person search,2020-07-15T14:01:00+00:00,TRUE,,51.539887,0.635211,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
